Voltage,Current,Data_Timestamp,dmm_v0,dmm_v1,dmm_v2,dmm_v3,dmm_t0,dmm_t1,dmm_t2,dmm_t3,dmm_t4,Log_Timestamp
8.37559085,0.0,1649978084.1471105,4.1815,8.35275,4.179,8.349,31.812523871691326,30.79383439188524,31.44878508115886,31.787192034559837,28.63657099528706,1649978084.7799015
8.22018728,-49.999676,1649978086.2348332,4.1,8.19336,4.1,8.18961,31.816914041168673,30.80237089026832,31.440309240342174,31.791583367445412,28.63201315869776,1649978086.7408476
8.21304599,-49.999376,1649978087.0269327,4.09724,8.18736,4.09724,8.184,31.829408037123812,30.789736580027693,31.453192212984845,31.808471228763835,28.62780568294346,1649978087.4872787
8.205281,-49.999414,1649978088.2582479,4.0937600000000005,8.18025,4.0937600000000005,8.17686,31.80408067181463,30.772660318829764,31.440309240342174,31.778746595908274,28.61903936195796,1649978088.795199
8.20099018,-49.999455999999995,1649978089.0905278,4.0915,8.17611,4.0915,8.17275,31.80408067181463,30.76821995016263,31.457260149309718,31.820966326582436,28.61903936195796,1649978089.6152985
8.19532858,-49.999168,1649978090.2657654,4.088760000000001,8.17086,4.089,8.16786,31.82535610891864,30.785297069527928,31.4362405621078,31.820966326582436,28.614480476165113,1649978090.8552465
8.18720591,-49.999787999999995,1649978092.2397115,4.085,8.163,4.085,8.16,31.812523871691326,30.759680151790178,31.427763576549182,31.808471228763835,28.588173876444557,1649978092.8709395
8.18015706,-49.999796,1649978094.2870047,4.0815,8.15625,4.0815,8.15325,31.83379743264925,30.742598074250907,31.431832626207665,31.816914041168673,28.570631083349042,1649978094.7986565
8.17755374,-49.999836,1649978095.097217,4.08026,8.15361,4.0805,8.151,31.83379743264925,30.759680151790178,31.414877075376523,31.820966326582436,28.61027203153185,1649978095.6004841
8.17384679,-49.999438999999995,1649978096.3106902,4.0785,8.15025,4.0785,8.14686,31.837849003950907,30.764120950073277,31.4362405621078,31.83379743264925,28.588173876444557,1649978096.8720434
8.16809356,-49.999876,1649978098.356455,4.0755,8.14425,4.07576,8.14161,31.842238012995892,30.755580754968264,31.427763576549182,31.812523871691326,28.58396397561438,1649978098.988036
8.16277822,-49.999828,1649978100.3721857,4.073,8.139,4.073,8.13636,31.846289227698776,30.759680151790178,31.423355238103397,31.829408037123812,28.58396397561438,1649978100.9416249
8.15782653,-49.999803,1649978102.3602533,4.0705,8.1345,4.07076,8.1315,31.86316744849546,30.7511395267141,31.431832626207665,31.842238012995892,28.614480476165113,1649978102.943375
8.15408717,-49.99978,1649978103.8645113,4.06876,8.13111,4.069,8.12811,31.837849003950907,30.74703973283181,31.423355238103397,31.816914041168673,28.579402986425578,1649978104.409459
8.15139096,-49.999828,1649978105.218314,4.06726,8.12811,4.0675,8.12511,31.85472870900219,30.734055793717175,31.414877075376523,31.820966326582436,28.566420209798764,1649978105.7876828
8.14964928,-49.999813,1649978105.8799822,4.0665,8.12661,4.06676,8.12361,31.837849003950907,30.755580754968264,31.427763576549182,31.837849003950907,28.570631083349042,1649978106.491313
