Voltage,Current,Data_Timestamp,dmm_v0,dmm_v1,dmm_v2,dmm_v3,dmm_t0,dmm_t1,dmm_t2,dmm_t3,dmm_t4,Log_Timestamp
8.37489098,0.0,1650471027.434301,4.18,8.352,4.177239999999999,8.34861,30.76821995016263,29.90140988570522,30.49898724678968,30.86653903111676,27.967475778058088,1650471027.9655504
8.21440432,-50.000434999999996,1650471029.5280473,4.09624,8.18736,4.096,8.184,30.76821995016263,29.88415535588979,30.49898724678968,30.86653903111676,27.940939712507372,1650471030.0124218
8.19979395,-50.000505000000004,1650471031.5592945,4.08976,8.17461,4.08976,8.17161,30.74703973283181,29.897269126040328,30.49898724678968,30.875068536827143,27.936339146804983,1650471032.1061683
8.19164399,-50.000715,1650471033.0124176,4.08626,8.16786,4.08626,8.1645,30.7511395267141,29.88415535588979,30.49453295318898,30.858008707223746,27.9451861311137,1650471033.4186661
8.18641266,-50.000585,1650471034.4030397,4.0835,8.161859999999999,4.0835,8.158859999999999,30.764120950073277,29.888641879180454,30.503098698966994,30.87063329592513,27.9451861311137,1650471034.9499137
8.1832043,-50.000585,1650471035.1686635,4.082,8.158859999999999,4.082,8.15625,30.755580754968264,29.888641879180454,30.507552551842025,30.87063329592513,27.9274910894581,1650471035.7624128
8.17872781,-50.000522000000004,1650471036.4030364,4.07976,8.15475,4.08,8.15175,30.764120950073277,29.87138469012791,30.511663597362542,30.88769070519254,27.980563354799813,1650471036.9499109
8.17592353,-50.000585,1650471037.184286,4.07826,8.15211,4.0785,8.14911,30.76821995016263,29.87138469012791,30.507552551842025,30.86210336484453,27.96287688398411,1650471037.6999104
8.17194867,-50.000585,1650471038.3874087,4.0765,8.14836,4.0765,8.14536,30.776758922514432,29.88415535588979,30.507552551842025,30.87063329592513,27.96287688398411,1650471038.8717825
8.16943073,-50.000578000000004,1650471039.2155325,4.07526,8.14575,4.07526,8.14275,30.776758922514432,29.862754746480732,30.49453295318898,30.883597225032645,27.92324364054099,1650471039.7467823
8.16583069,-50.000538,1650471040.4499052,4.0735,8.142,4.0735,8.13936,30.785297069527928,29.87552674347569,30.516117009873426,30.875068536827143,27.954032043226107,1650471041.043655
8.16021339,-50.000569999999996,1650471042.4030275,4.07076,8.13675,4.071,8.13411,30.764120950073277,29.86689723175448,30.511663597362542,30.875068536827143,27.9451861311137,1650471042.9342763
8.15808886,-50.000648,1650471043.2467759,4.0695,8.13486,4.07,8.13186,30.755580754968264,29.85412390244926,30.507552551842025,30.87063329592513,27.92324364054099,1650471043.778025
8.15500339,-50.000682999999995,1650471044.4498992,4.068,8.13186,4.06826,8.12886,30.76821995016263,29.88001373411862,30.49453295318898,30.86210336484453,27.936339146804983,1650471044.9655237
8.15301696,-50.000698,1650471045.2780228,4.06726,8.12961,4.06726,8.12661,30.76821995016263,29.841003293468304,30.48596635933285,30.88769070519254,27.9274910894581,1650471045.824897
8.15013618,-50.000667,1650471046.4655213,4.06576,8.127,4.066,8.124,30.785297069527928,29.858266819998278,30.511663597362542,30.89621818473421,27.9451861311137,1650471046.9342709
8.14826889,-50.000738,1650471047.2623944,4.064760000000001,8.12511,4.065,8.12211,30.755580754968264,29.85412390244926,30.507552551842025,30.858008707223746,27.918641958230126,1650471047.7467692
8.1455538,-50.000415000000004,1650471048.4967685,4.0635,8.12211,4.06376,8.1195,30.79383439188524,29.84963550747915,30.507552551842025,30.88769070519254,27.936339146804983,1650471049.0436423
8.1412191,-50.000478,1650471050.5280154,4.06126,8.118,4.0615,8.115359999999999,30.785297069527928,29.87138469012791,30.48596635933285,30.87916240914865,27.932092213245596,1650471051.137389
8.1371113,-50.000763,1650471052.5436366,4.05926,8.11425,4.0595,8.11125,30.785297069527928,29.88415535588979,30.507552551842025,30.89621818473421,27.9274910894581,1650471053.1217613
