,latitude,longitude,last_updated,forecast_time,temperature,humidity,windSpeed
0,43.46786317655638,-80.56637564010215,,,,,
1,43.47181929178542,-80.55498944295489,,,,,
2,43.47567782098289,-80.54387952656383,,,,,
3,43.47953526800491,-80.53276819650009,2023-02-09T17:23:20.918407,2023-02-09T17:24:00+00:00,2.31,99.0,4.31
4,43.48532332236007,-80.52733698515767,,,,,
5,43.49079136987552,-80.53590572263501,,,,,
6,43.49414882508247,-80.54735874761738,2023-02-09T17:23:20.552525,2023-02-09T17:24:00+00:00,2.13,99.0,4.63
