,Cumulative Distance(Miles),Major Turns,Number of stops,Level 1 Turns (Easy),Level 2 Turns (Medium)Level 2 turns (Medium),Level 3 Turns (Hard),Average Speed,Estimated Completion Time,Current Status
0,79.0,23,9,N/A,N/A,N/A,52.36763616791372,1.5085653235653254,N/A
