,polyline_point_index,latitude,longitude,trip(m),dist_to_next_coordinate(m),true_bearing_to_next,bearing_to_next_360,true_bearing_to_prev,bearing_to_prev_360,general_travel_direction,turn_bearing,turn_type,relative_turn_angle,elevation(m),elevation_gains_to_next(m),landmarks_notes,speed_limit(m/s),shoulder,step,routebook_trip(m),MajorTurns/Instructions,lanes,services
337,,40.845712221141,-98.34016770369976,8196.380877096548,24.984928344887443,-179.09189756222978,180.90810243777022,0.9081024387933496,0.9081024387933496,S1°W,-3.0720306938292197e-06,,,543,0.0,,,,,,,,
338,,40.845487263173595,-98.34017239921272,8221.365805441435,24.984928347692357,-179.09190063168361,180.90809936831639,0.9080993667974155,0.9080993667974155,S1°W,-3.069453839543712e-06,,,543,0.0,,,,,,,,
339,,40.84526230519719,-98.34017709469393,8246.350733789128,24.98492834378424,-179.09190370378676,180.90809629621324,0.9080962973782505,0.9080962973782505,S1°W,-3.0721031407665578e-06,,,543,0.0,,,,,,,,
340,,40.84503734721181,-98.34018179014338,8271.335662132911,24.984928345882263,-179.09190677606094,180.90809322393906,0.9080932253098695,0.9080932253098695,S1°W,-3.07227418261391e-06,,,543,0.0,,,,,,,,
341,,40.844812389217424,-98.34018648556106,8296.320590478794,24.984928347272636,-179.09190984566837,180.90809015433163,0.9080901530703898,0.9080901530703898,S1°W,-3.069607430461474e-06,,,543,0.0,,,,,,,,
342,,40.844587431214045,-98.340191180947,8321.305518826066,24.984928346190134,-179.09191291530558,180.90808708469442,0.9080870834976622,0.9080870834976622,S1°W,-3.069637216412957e-06,,,543,0.0,,,,,,,,
343,,40.84436247320166,-98.3401958763012,8346.290447172256,24.984928344049347,-179.09191598763064,180.90808401236936,0.9080840138951487,0.9080840138951487,S1°W,-3.0723250574737904e-06,,,543,0.0,,,,,,,,
344,,40.844137515180314,-98.34020057162363,8371.275375516305,24.984928345089706,-179.09191905737882,180.90808094262118,0.9080809416048226,0.9080809416048226,S1°W,-3.0697481747665734e-06,,,543,0.0,,,,,,,,
345,,40.843912557149956,-98.34020526691431,8396.260303861394,24.984928345775945,-179.09192212989188,180.90807787010812,0.9080778718913507,0.9080778718913507,S1°W,-3.0725130670816725e-06,,,543,0.0,,,,,,,,
346,,40.843687599110616,-98.34020996217323,8421.24523220717,24.984928346460773,-179.09192519977668,180.90807480022332,0.9080747994129865,0.9080747994129865,S1°W,-3.0698847979238053e-06,,,543,0.0,,,,,,,,
347,,40.843462641062274,-98.34021465740041,8446.23016055363,24.98492834538173,-179.09192826962703,180.90807173037297,0.9080717295629199,0.9080717295629199,S1°W,-3.0698503508119757e-06,,,543,0.0,,,,,,,,
348,,40.84323768300495,-98.34021935259584,8471.215088899013,24.984928347130445,-179.09193134237077,180.90806865762923,0.9080686597472436,0.9080686597472436,S1°W,-3.0727437376754096e-06,,,543,0.0,,,,,,,,
349,,40.84301272493862,-98.3402240477595,8496.200017246143,24.98492834463751,-179.09193440950702,180.90806559049298,0.9080655870382373,0.9080655870382373,S1°W,-3.0671362480916287e-06,,,543,0.0,,,,,,,,
350,,40.842787766863324,-98.34022874289144,8521.184945590781,24.984928347091767,-179.09193748243874,180.90806251756126,0.9080625199366921,0.9080625199366921,S1°W,-3.0729317188615823e-06,,,543,-1.0,,,,,,,,
351,,40.842562808779,-98.34023343799161,8546.169873937873,24.984928345306493,-179.0919405524853,180.9080594475147,0.9080594470396761,0.9080594470396761,S1°W,-3.070046574293883e-06,,,542,0.0,,,,,,,,
352,,40.84233785068571,-98.34023813306004,8571.15480228318,24.98492834634962,-179.0919436226387,180.9080563773613,0.9080563770278332,0.9080563770278332,S1°W,-3.0701533830779226e-06,,,542,0.0,,,,,,,,
353,,40.84211289258342,-98.34024282809672,8596.13973062953,24.984928345978886,-179.09194669288607,180.90805330711393,0.908053306909153,0.908053306909153,S1°W,-3.070247373671009e-06,,,542,0.0,,,,,,,,
354,,40.84188793447214,-98.34024752310165,8621.124658975508,24.98492834596029,-179.0919497659113,180.9080502340887,0.9080502366964822,0.9080502366964822,S1°W,-3.0730252262856084e-06,,,542,0.0,,,,,,,,
355,,40.841662976351856,-98.34025221807482,8646.109587321469,24.98492834700407,-179.0919528335087,180.9080471664913,0.9080471637059873,0.9080471637059873,S1°W,-3.0675974187488464e-06,,,542,0.0,,,,,,,,
356,,40.84143801822259,-98.34025691301626,8671.094515668474,24.98492834451464,-179.0919559038583,180.9080440961417,0.908044096143243,0.908044096143243,S1°W,-3.0703495781381207e-06,,,542,0.0,,,,,,,,
357,,40.841213060084335,-98.34026160792595,8696.079444012988,24.98492834485154,-179.09195897430186,180.90804102569814,0.9080410258283962,0.9080410258283962,S1°W,-3.070443568731207e-06,,,542,1.0,,,,,,,,
358,,40.840988101937086,-98.3402663028039,8721.06437235784,24.98492834766476,-179.09196204485224,180.90803795514776,0.9080379554195304,0.9080379554195304,S1°W,-3.0705503775152465e-06,,,543,0.0,,,,,,,,
359,,40.84076314378084,-98.3402709976501,8746.049300705505,24.984928343055223,-179.09196511532969,180.90803488467031,0.9080348849038273,0.9080348849038273,S1°W,-3.070477447408848e-06,,,543,0.0,,,,,,,,
360,,40.840538185615614,-98.34027569246454,8771.03422904856,24.98492834692608,-179.0919681860167,180.9080318139833,0.9080318144611113,0.9080318144611113,S1°W,-3.0706870006724785e-06,,,543,0.0,,,,,,,,
361,,40.84031322744138,-98.34028038724725,8796.019157395487,24.984928347266433,-179.09197125666927,180.90802874333073,0.9080287438088135,0.9080287438088135,S1°W,-3.0706525819823582e-06,,,543,0.0,,,,,,,,
362,,40.84008826925815,-98.3402850819982,8821.004085742754,24.984928344071413,-179.09197432456497,180.90802567543503,0.9080256731909344,0.9080256731909344,S1°W,-3.0678957045893185e-06,,,543,0.0,,,,,,,,
363,,40.83986331106595,-98.34028977671743,8845.989014086825,24.984928346883954,-179.09197739543123,180.90802260456877,0.9080226053299043,0.9080226053299043,S1°W,-3.070866256393856e-06,,,543,0.0,,,,,,,,
364,,40.83963835286474,-98.3402944714049,8870.97394243371,24.98492834475075,-179.09198046618596,180.90801953381404,0.9080195344983792,0.9080195344983792,S1°W,-3.070754729606051e-06,,,543,0.0,,,,,,,,
365,,40.83941339465454,-98.34029916606063,8895.95887077846,24.9849283461515,-179.09198353713745,180.90801646286255,0.9080164637783525,0.9080164637783525,S1°W,-3.070951493100438e-06,,,543,0.0,,,,,,,,
366,,40.83918843643536,-98.34030386068461,8920.943799124612,24.98492834507866,-179.09198660528065,180.90801339471935,0.9080133928615908,0.9080133928615908,S1°W,-3.0681432008350384e-06,,,543,0.0,,,,,,,,
367,,40.83896347820718,-98.34030855527686,8945.92872746969,24.984928345772484,-179.0919896763302,180.9080103236698,0.9080103247530644,0.9080103247530644,S1°W,-3.0710495479979727e-06,,,543,0.0,,,,,,,,
368,,40.83873851997001,-98.34031324983737,8970.913655815464,24.98492834470038,-179.0919927473453,180.9080072526547,0.9080072537382193,0.9080072537382193,S1°W,-3.071015100886143e-06,,,543,0.0,,,,,,,,
369,,40.838513561723836,-98.34031794436612,8995.898584160164,24.984928346101782,-179.0919958157319,180.9080041842681,0.9080041827578214,0.9080041827578214,S1°W,-3.0683866043546004e-06,,,543,0.0,,,,,,,,
370,,40.83828860346868,-98.34032263886314,9020.883512506267,24.984928346090715,-179.0919988841226,180.9080011158774,0.9080011144059199,0.9080011144059199,S1°W,-3.0683906970807584e-06,,,543,0.0,,,,,,,,
371,,40.83806364520454,-98.34032733332843,9045.868440852357,24.984928345727603,-179.09200195535544,180.90799804464456,0.9079980460499257,0.9079980460499257,S1°W,-3.0712328396020894e-06,,,543,0.0,,,,,,,,
372,,40.8378386869314,-98.34033202776197,9070.853369198085,24.98492834500965,-179.09200502661807,180.90799497338193,0.907994974851789,0.907994974851789,S1°W,-3.0712626255535724e-06,,,543,0.0,,,,,,,,
373,,40.837613728649266,-98.34033672216377,9095.838297543094,24.98492834641176,-179.09200809522648,180.90799190477352,0.9079919036238664,0.9079919036238664,S1°W,-3.0686084073749953e-06,,,543,0.0,,,,,,,,
374,,40.83738877035814,-98.34034141653383,9120.823225889506,24.984928344989598,-179.09201116383892,180.90798883616108,0.9079888350501619,0.9079888350501619,S1°W,-3.0686124432577344e-06,,,543,0.0,,,,,,,,
375,,40.83716381205802,-98.34034611087216,9145.808154234495,24.984928346745896,-179.09201423530646,180.90798576469354,0.9079857664723932,0.9079857664723932,S1°W,-3.0714675460785656e-06,,,543,0.0,,,,,,,,
376,,40.83693885374892,-98.34035080517874,9170.793082581242,24.984928345323745,-179.0920173040298,180.9079826959702,0.9079826950395784,0.9079826950395784,S1°W,-3.068723344767932e-06,,,543,0.0,"Begin crossing South Channel Platte River (small sub-channel, easy to miss) ",24.5872,paved ,BL 11 ,9173.2608,MERGE LEFT - right lane is I-80 East ONLY at the top of the overpass in 1/2 mile ,2,
377,,40.83671389543082,-98.3403554994536,9195.778010926566,24.984928344961332,-179.09202037555687,180.90797962444313,0.9079796263509081,0.9079796263509081,S1°W,-3.071527061138113e-06,,,543,0.0,,,,,,,,
378,,40.83648893710373,-98.3403601936967,9220.762939271528,24.98492834636686,-179.0920234417199,180.9079765582801,0.9079765548585499,0.9079765548585499,S1°W,-3.0661630319173128e-06,,,543,0.0,,,,,,,,
379,,40.83626397876764,-98.34036488790808,9245.747867617894,24.9849283442392,-179.09202651334505,180.90797348665495,0.9079734887301925,0.9079734887301925,S1°W,-3.0716251444573572e-06,,,543,0.0,,,,,,,,
380,,40.836039020422575,-98.34036958208772,9270.732795962134,24.98492834423091,-179.09202958227732,180.90797041772268,0.9079704171397793,0.9079704171397793,S1°W,-3.0689322727539547e-06,,,543,0.0,,,,,,,,
381,,40.835814062068515,-98.34037427623562,9295.717724306365,24.984928347404484,-179.09203265141917,180.90796734858083,0.9079673482421811,0.9079673482421811,S1°W,-3.0691418544392945e-06,,,543,0.0,,,,,,,,
382,,40.835589103705445,-98.3403789703518,9320.70265265377,24.984928345277517,-179.09203572321064,180.90796427678936,0.9079642791350295,0.9079642791350295,S1°W,-3.071791468300944e-06,,,543,0.0,,,,,,,,
383,,40.83536414533339,-98.34038366443622,9345.687580999047,24.984928344563645,-179.09203878952243,180.90796121047757,0.9079612073782641,0.9079612073782641,S1°W,-3.0663117911444715e-06,,,543,0.0,,,,,,,,
384,,40.83513918695236,-98.34038835848892,9370.67250934361,24.98492834632479,-179.09204186155324,180.90795813844676,0.9079581411011475,0.9079581411011475,S1°W,-3.0720308075160574e-06,,,543,0.0,,,,,,,,
385,,40.83491422856232,-98.34039305250988,9395.657437689935,24.98492834490537,-179.09204492797588,180.90795507202412,0.9079550691050429,0.9079550691050429,S1°W,-3.06642263581125e-06,,,543,0.0,,,,,,,,
386,,40.8346892701633,-98.34039774649912,9420.642366034841,24.984928346667203,-179.0920480000919,180.9079519999081,0.9079520027170815,0.9079520027170815,S1°W,-3.0721160158009297e-06,,,543,0.0,,,,,,,,
387,,40.83446431175528,-98.34040244045661,9445.627294381507,24.984928345601944,-179.0920510667153,180.9079489332847,0.9079489306357971,0.9079489306357971,S1°W,-3.0666234067666664e-06,,,543,0.0,,,,,,,,
388,,40.83423935333826,-98.34040713438239,9470.61222272711,24.984928344183288,-179.09205413877527,180.90794586122473,0.9079458640470648,0.9079458640470648,S1°W,-3.072059968189933e-06,,,543,1.0,,,,,,,,
389,,40.83401439491227,-98.34041182827642,9495.597151071293,24.984928346651984,-179.09205720557372,180.90794279442628,0.9079427920217995,0.9079427920217995,S1°W,-3.0667984560750483e-06,,,544,0.0,,,,,,,,
390,,40.833789436477275,-98.34041652213872,9520.582079417945,24.984928348062393,-179.09206027515032,180.90793972484968,0.9079397252580179,0.9079397252580179,S1°W,-3.069576592906742e-06,,,544,0.0,,,,,,,,
391,,40.83356447803328,-98.3404212159693,9545.567007766007,24.984928343816005,-179.09206334458972,180.90793665541028,0.9079366557161279,0.9079366557161279,S1°W,-3.0694394013153214e-06,,,544,0.0,,,,,,,,
392,,40.83333951958032,-98.34042590976814,9570.551936109823,24.984928346640956,-179.09206641427716,180.90793358572284,0.9079335863114295,0.9079335863114295,S1°W,-3.0696874375735206e-06,,,544,0.0,,,,,,,,
393,,40.83311456111835,-98.34043060353525,9595.536864456464,24.98492834628612,-179.09206948402007,180.90793051597993,0.9079305166586664,0.9079305166586664,S1°W,-3.0697429167503287e-06,,,544,0.0,,,,,,,,
394,,40.832889602647384,-98.34043529727063,9620.52179280275,24.984928344869473,-179.0920725509544,180.9079274490456,0.9079274469504526,0.9079274469504526,S1°W,-3.066934340267835e-06,,,544,0.0,,,,,,,,
395,,40.83266464416743,-98.34043999097429,9645.50672114762,24.984928346987513,-179.09207562082102,180.90792437917898,0.9079243800507868,0.9079243800507868,S1°W,-3.06986660802977e-06,,,544,0.0,,,,,,,,
396,,40.83243968567849,-98.34044468464622,9670.491649494606,24.984928344864667,-179.0920786906018,180.9079213093982,0.9079213102188817,0.9079213102188817,S1°W,-3.06978077446729e-06,,,544,1.0,,,,,,,,
397,,40.832214727180556,-98.34044937828641,9695.47657783947,24.984928345570882,-179.09208175780515,180.90791824219485,0.9079182404727817,0.9079182404727817,S1°W,-3.067203351747594e-06,,,545,0.0,,,,,,,,
398,,40.83198976867363,-98.34045407189488,9720.461506185042,24.984928346631293,-179.0920848277867,180.9079151722133,0.9079151733041044,0.9079151733041044,S1°W,-3.0699815454227064e-06,,,545,0.0,,,,,,,,
399,,40.83176481015771,-98.34045876547162,9745.446434531674,24.984928344156362,-179.0920878977338,180.9079121022662,0.9079121033572619,0.9079121033572619,S1°W,-3.0699470983108768e-06,,,545,0.0,,,,,,,,
400,,40.83153985163281,-98.34046345901663,9770.43136287583,24.984928347688918,-179.09209096518043,180.90790903481957,0.9079090334448665,0.9079090334448665,S1°W,-3.067446641580318e-06,,,545,0.0,,,,,,,,
401,,40.8313148930989,-98.34046815252992,9795.416291223519,24.984928344508447,-179.0920940352127,180.9079059647873,0.9079059660328994,0.9079059660328994,S1°W,-3.0700322781740397e-06,,,545,0.0,,,,,,,,
402,,40.83108993455601,-98.34047284601148,9820.401219568028,24.984928348043073,-179.09209710274453,180.90790289725547,0.9079028960352957,0.9079028960352957,S1°W,-3.067531821443481e-06,,,545,-1.0,,,,,,,,
403,,40.830864976004115,-98.34047753946132,9845.386147916071,24.984928345570907,-179.0921001729262,180.9078998270738,0.9078998285381488,0.9078998285381488,S1°W,-3.070181662678806e-06,,,544,0.0,,,,,,,,
404,,40.830640017443244,-98.34048223287942,9870.371076261643,24.98492834345146,-179.09210323766627,180.90789676233373,0.907896758391189,0.907896758391189,S1°W,-3.06474007061297e-06,,,544,0.0,,,,,,,,
405,,40.83041505887339,-98.34048692626583,9895.356004605095,24.98492834734031,-179.09210631088706,180.90789368911294,0.9078936936857929,0.9078936936857929,S1°W,-3.073220796068199e-06,,,544,0.0,,,,,,,,
406,,40.83019010029453,-98.34049161962048,9920.340932952435,24.984928344161197,-179.0921093784608,180.9078906215392,0.9078906204996997,0.9078906204996997,S1°W,-3.067573743464891e-06,,,544,-1.0,,,,,,,,
407,,40.82996514170669,-98.34049631294342,9945.325861296596,24.984928347698588,-179.09211244629543,180.90788755370457,0.9078875529606307,0.9078875529606307,S1°W,-3.0678346263357525e-06,,,543,1.0,,,,,,,,
408,,40.829740183109834,-98.34050100623463,9970.310789644294,24.98492834522778,-179.09211551395433,180.90788448604567,0.9078844851607073,0.9078844851607073,S1°W,-3.0676588949063444e-06,,,544,0.0,,,,,,,,
409,,40.82951522450401,-98.34050569949413,9995.295717989522,24.98492834629024,-179.09211858184838,180.90788141815162,0.9078814175364869,0.9078814175364869,S1°W,-3.0678940561301715e-06,,,544,0.0,,,,,,,,
410,,40.82929026588918,-98.34051039272191,10020.280646335812,24.98492834735411,-179.09212165252077,180.90787834747923,0.9078783496771052,0.9078783496771052,S1°W,-3.0706723919138312e-06,,,544,0.0,,,,,,,,
411,,40.82906530726535,-98.34051508591796,10045.265574683166,24.98492834488261,-179.09212472035875,180.90787527964125,0.9078752790394162,0.9078752790394162,S1°W,-3.0678379800974653e-06,,,544,0.0,,,,,,,,
412,,40.828840348632546,-98.34051977908229,10070.250503028048,24.984928346654755,-179.0921277883934,180.9078722116066,0.9078722112361106,0.9078722112361106,S1°W,-3.0680346583267237e-06,,,544,0.0,,,,,,,,
413,,40.82861538999075,-98.3405244722149,10095.235431374704,24.98492834489226,-179.0921308564193,180.9078691435807,0.9078691432361268,0.9078691432361268,S1°W,-3.0680258760185097e-06,,,544,0.0,,,,,,,,
414,,40.82839043133996,-98.34052916531579,10120.220359719597,24.984928345957524,-179.09213392730052,180.90786607269948,0.9078660752449537,0.9078660752449537,S1°W,-3.070881234634726e-06,,,544,0.0,,,,,,,,
415,,40.82816547268018,-98.34053385838494,10145.205288065554,24.98492834666786,-179.09213699272712,180.90786300727288,0.9078630043983935,0.9078630043983935,S1°W,-3.0654265970042616e-06,,,544,0.0,"Jct I-80 (exit 314), right lane is exit only ",24.5872,grass ,BL 12 ,10138.8672,CONTINUE STRAIGHT on Locust St ,1,
416,,40.8279405140114,-98.3405385514224,10170.190216412222,24.984928344201897,-179.09214006088072,180.90785993911928,0.9078599390064426,0.9078599390064426,S1°W,-3.06815360318069e-06,,,544,0.0,,,,,,,,
417,,40.82771555533365,-98.34054324442813,10195.175144756424,24.984928345267164,-179.09214313194107,180.90785686805893,0.9078568708875423,0.9078568708875423,S1°W,-3.0710603482475562e-06,,,544,1.0,,,,,,,,
418,,40.82749059664689,-98.34054793740214,10220.160073101692,24.984928346331667,-179.09214619755957,180.90785380244043,0.9078537998618685,0.9078537998618685,S1°W,-3.0656185003863357e-06,,,545,0.0,,,,,,,,
419,,40.827265637951136,-98.34055263034443,10245.145001448023,24.984928345631637,-179.09214926591793,180.90785073408207,0.9078507342780426,0.9078507342780426,S1°W,-3.0683583531754266e-06,,,545,0.0,,,,,,,,
420,,40.827040679246394,-98.34055732325501,10270.129929793655,24.984928345286463,-179.09215233431883,180.90784766568117,0.9078476659543924,0.9078476659543924,S1°W,-3.068400900474444e-06,,,545,0.0,,,,,,,,
421,,40.82681572053267,-98.34056201613387,10295.11485813894,24.98492834670792,-179.09215540286505,180.90784459713495,0.907844597588138,0.907844597588138,S1°W,-3.0685462206747616e-06,,,545,-1.0,,,,,,,,
422,,40.826590761809946,-98.34056670898102,10320.099786485649,24.98492834530166,-179.09215847136397,180.90784152863603,0.9078415290766202,0.9078415290766202,S1°W,-3.0684989269502694e-06,,,544,0.0,,,,,,,,
423,,40.82636580307823,-98.34057140179644,10345.084714830951,24.984928346017586,-179.09216154000816,180.90783845999184,0.9078384606123677,0.9078384606123677,S1°W,-3.068644190307168e-06,,,544,1.0,,,,,,,,
424,,40.82614084433753,-98.34057609458014,10370.069643176968,24.984928346025836,-179.09216460592054,180.90783539407946,0.9078353920028519,0.9078353920028519,S1°W,-3.065912380861846e-06,,,545,0.0,,,,,,,,
425,,40.825915885587825,-98.34058078733214,10395.054571522995,24.984928346032742,-179.09216767459853,180.90783232540147,0.9078323261251455,0.9078323261251455,S1°W,-3.068677983719681e-06,,,545,0.0,,,,,,,,
426,21.0,40.82569092682914,-98.34058548005243,10420.039499869028,24.96195820121021,179.5547007779428,179.5547007779428,0.9078292574818363,0.9078292574818363,S90°E,-1.3531315474587018,Slight Left,1.3531315474587018,545,0.0,,,,,,,,
427,,40.82546615345318,-98.34058318028542,10445.00145807024,24.961958203200517,179.5547022820745,179.5547022820745,-0.44529771856502975,359.55470228143497,S90°E,1.5041316885344713e-06,,,545,0.0,,,,,,,,
428,,40.82524138006837,-98.34058088053395,10469.96341627344,24.961958200243703,179.55470378342505,179.55470378342505,-0.445296214450309,359.5547037855497,S90°E,1.5013505674232874e-06,,,545,0.0,,,,,,,,
429,,40.825016606674744,-98.340578580798,10494.925374473683,24.96195820329441,179.5547052875984,179.5547052875984,-0.4452947131167093,359.5547052868833,S90°E,1.5041733547604963e-06,,,545,0.0,,,,,,,,
430,,40.82479183327227,-98.34057628107757,10519.887332676977,24.96195820210768,179.5547067917863,179.5547067917863,-0.44529320896035074,359.5547067910396,S90°E,1.5041878782540152e-06,,,545,0.0,,,,,,,,
431,,40.82456705986098,-98.34057398137269,10544.849290879085,24.96195820162581,179.55470829598238,179.55470829598238,-0.44529170478944025,359.55470829521056,S90°E,1.5041960921280406e-06,,,545,0.0,,,,,,,,
432,,40.82434228644085,-98.34057168168333,10569.81124908071,24.961958201497396,179.55470979747298,179.55470979747298,-0.4452902006103159,359.5547097993897,S90°E,1.501490601185651e-06,,,545,0.0,,,,,,,,
433,,40.8241175130119,-98.34056938200949,10594.773207282207,24.96195820136899,179.5547113017486,179.5547113017486,-0.44528869913668245,359.55471130086335,S90°E,1.5042756160710269e-06,,,545,0.0,,,,,,,,
434,,40.82389273957411,-98.34056708235119,10619.735165483577,24.961958202303737,179.55471280605764,179.55471280605764,-0.44528719487806256,359.55471280512194,S90°E,1.504309040001317e-06,,,545,0.0,,,,,,,,
435,,40.82366796612749,-98.34056478270841,10644.69712368588,24.961958202530173,179.55471430761702,179.55471430761702,-0.44528569058601875,359.55471430941395,S90°E,1.5015593817224726e-06,,,545,0.0,,,,,,,,
436,,40.82344319267202,-98.34056248308116,10669.65908188841,24.961958202050376,179.5547158119677,179.5547158119677,-0.4452841890436048,359.5547158109564,S90°E,1.5043506778056326e-06,,,545,-1.0,,,,,,,,
437,,40.823218419207734,-98.34056018346944,10694.62104009046,24.961958202985805,179.55471731360655,179.55471731360655,-0.44528268470989474,359.5547173152901,S90°E,1.50163884882204e-06,,,544,0.0,,,,,,,,
438,,40.82299364573461,-98.34055788387323,10719.582998293447,24.96195820074009,179.5547188207127,179.5547188207127,-0.4452811830880137,359.554718816912,S90°E,1.5071061625349103e-06,,,544,0.0,,,,,,,,
439,,40.82276887225268,-98.34055558429257,10744.544956494186,24.96195820344075,179.5547203196983,179.5547203196983,-0.4452796759988473,359.55472032400115,S90°E,1.4989855969815835e-06,,,544,0.0,,,,,,,,
440,,40.82254409876189,-98.34055328472742,10769.506914697628,24.961958201197792,179.55472182687137,179.55472182687137,-0.4452781770302181,359.5547218229698,S90°E,1.5071730672389094e-06,,,544,-1.0,,,,,,,,
441,,40.82231932526228,-98.34055098517781,10794.468872898826,24.961958202486688,179.5547233286187,179.5547233286187,-0.44527666987414705,359.55472333012585,S90°E,1.5017473344869359e-06,,,543,-1.0,Cross South Channel Platte River ,,,BL 13 ,10782.604800000001,,,
442,,40.82209455175383,-98.34054868564372,10819.430831101312,24.96195820236379,179.55472483038687,179.55472483038687,-0.4452751681437519,359.5547248318562,S90°E,1.5017681675999484e-06,,,542,-1.0,,,,,,,,
443,,40.821869778236554,-98.34054638612515,10844.392789303676,24.961958201179147,179.55472633488972,179.55472633488972,-0.44527366639255206,359.55472633360745,S90°E,1.504502847637923e-06,,,541,0.0,,,,,,,,
444,,40.821645004710454,-98.34054408662212,10869.354747504854,24.961958202467347,179.55472783674364,179.55472783674364,-0.445272161906729,359.5547278380933,S90°E,1.5018539158972999e-06,,,541,0.0,,,,,,,,
445,,40.82142023117551,-98.3405417871346,10894.316705707322,24.961958202346544,179.55472934131964,179.55472934131964,-0.44527066006975247,359.55472933993025,S90°E,1.5045760051179968e-06,,,541,0.0,,,,,,,,
446,,40.82119545763174,-98.34053948766261,10919.278663909668,24.961958201163966,179.5547308459291,179.5547308459291,-0.4452691555107151,359.5547308444893,S90°E,1.5046094574699964e-06,,,541,0.0,,,,,,,,
447,,40.82097068407914,-98.34053718820616,10944.240622110832,24.96195820280976,179.5547323451127,179.5547323451127,-0.4452676509182538,359.55473234908175,S90°E,1.4991836110311851e-06,,,541,1.0,,,,,,,,
448,,40.8207459105177,-98.3405348887652,10969.202580313642,24.96195820198067,179.55473385250292,179.55473385250292,-0.44526615175161055,359.55473384824836,S90°E,1.5073902090989577e-06,,,542,2.0,,,,,,,,
449,,40.82052113694744,-98.3405325893398,10994.164538515623,24.961958201859133,179.55473535169662,179.55473535169662,-0.44526464437839763,359.5547353556216,S90°E,1.499193700738033e-06,,,544,0.0,,,,,,,,
450,,40.82029636336834,-98.3405302899299,11019.126496717481,24.961958201030036,179.55473685917894,179.55473685917894,-0.44526314520163623,359.55473685479836,S90°E,1.5074823238592217e-06,,,544,0.0,,,,,,,,
451,,40.82007158978042,-98.34052799053555,11044.088454918512,24.961958203030683,179.5547383584647,179.5547383584647,-0.445261637736337,359.55473836226366,S90°E,1.499285758654878e-06,,,544,1.0,,,,,,,,
452,,40.819846816183656,-98.3405256911567,11069.050413121542,24.96195820149602,179.55473986323062,179.55473986323062,-0.44526013846751766,359.5547398615325,S90°E,1.5047659189804108e-06,,,545,0.0,,,,,,,,
453,,40.81962204257807,-98.34052339179338,11094.012371323039,24.96195820173004,179.55474136526564,179.55474136526564,-0.44525863371856644,359.5547413662814,S90°E,1.5020350190297904e-06,,,545,0.0,,,,,,,,
454,,40.81939726896365,-98.34052109244558,11118.974329524768,24.961958202317554,179.55474287012999,179.55474287012999,-0.4452571317005152,359.5547428682995,S90°E,1.5048643433601683e-06,,,545,0.0,,,,,,,,
455,,40.81917249534039,-98.34051879311332,11143.936287727085,24.961958202907116,179.55474437224444,179.55474437224444,-0.4452556268531964,359.55474437314683,S90°E,1.5021144577076484e-06,,,545,0.0,,,,,,,,
456,,40.818947721708305,-98.34051649379657,11168.898245929991,24.96195820102035,179.55474587437342,179.55474587437342,-0.44525412475567805,359.5547458752443,S90°E,1.5021289812011673e-06,,,545,0.0,,,,,,,,
457,,40.81872294806739,-98.34051419449534,11193.860204131011,24.96195820054885,179.5547473792813,179.5547473792813,-0.4452526226436646,359.5547473773563,S90°E,1.5049078854190157e-06,,,545,0.0,,,,,,,,
458,,40.81849817441764,-98.34051189520964,11218.82216233156,24.96195820219741,179.55474887873166,179.55474887873166,-0.44525111775274695,359.5547488822473,S90°E,1.4994503487741895e-06,,,545,0.0,,,,,,,,
459,,40.81827340075906,-98.34050959593945,11243.784120533757,24.961958201373825,179.55475038370642,179.55475038370642,-0.44524961831936594,359.5547503816806,S90°E,1.5049747617013054e-06,,,545,0.0,,,,,,,,
460,,40.81804862709165,-98.34050729668479,11268.746078735132,24.96195820160994,179.55475188870201,179.55475188870201,-0.4452481133616004,359.5547518866384,S90°E,1.5049955948143179e-06,,,545,0.0,,,,,,,,
461,,40.81782385341542,-98.34050499744566,11293.708036936741,24.961958201846016,179.55475338823368,179.55475338823368,-0.44524660838297336,359.55475339161706,S90°E,1.4995316632848699e-06,,,545,0.0,,,,,,,,
462,,40.817599079730336,-98.34050269822204,11318.669995138587,24.961958202436985,179.55475489328353,179.55475489328353,-0.44524510886827784,359.5547548911317,S90°E,1.5050498518576205e-06,,,545,0.0,,,,,,,,
463,,40.817374306036434,-98.34050039901395,11343.631953341024,24.96195820232031,179.55475639563386,179.55475639563386,-0.44524360383539374,359.55475639616463,S90°E,1.5023503294742113e-06,,,545,0.0,,,,,,,,
464,,40.817149532333694,-98.34049809982137,11368.593911543345,24.961958202203636,179.5547578979609,179.5547578979609,-0.44524210150203203,359.554757898498,S90°E,1.5023270520941878e-06,,,545,0.0,,,,,,,,
465,,40.81692475862213,-98.34049580064432,11393.555869745549,24.961958202443203,179.55475940311106,179.55475940311106,-0.4452405991919477,359.55475940080805,S90°E,1.5051501520702004e-06,,,545,0.0,,,,,,,,
466,,40.816699984901724,-98.3404935014828,11418.517827947991,24.961958200558506,179.55476090274047,179.55476090274047,-0.4452390940587918,359.5547609059412,S90°E,1.499629405543601e-06,,,545,0.0,,,,,,,,
467,,40.81647521117251,-98.34049120233678,11443.47978614855,24.961958202918854,179.55476240797637,179.55476240797637,-0.445237594446354,359.5547624055537,S90°E,1.505235900367552e-06,,,545,0.0,,,,,,,,
